map,scenario,agents,connectivity,flowtime
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,23,2,2452.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,17,4,1518.51
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,12,4,1146.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,31,3,3178.33
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,40,3,3918.48
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,6,2,591.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,27,3,2725.44
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,60,3,5535.6
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,43,4,3929.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,6,2,552.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,15,2,1414.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,36,5,3469.59
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,16,5,1323.27
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,27,3,2430.44
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,2,3,66.6569
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,24,4,1903.36
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,15,2,1594.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,2,3,67.1838
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,15,4,1321.65
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,27,5,2343.61
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,13,3,1049.55
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,16,3,1487.19
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,52,4,4361.83
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,46,2,4350.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,8,5,686.122
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,24,2,2074.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,40,5,3720.94
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,22,5,1922.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,8,5,660.785
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,39,3,3659.74
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,20,2,2133.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,47,2,4342.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,5,2,385.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,32,3,3149.6
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,11,4,927.565
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,25,2,2369.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,31,4,2974.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,5,2,402.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,19,3,1847.99
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,23,5,2131.95
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,14,4,1198.74
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,12,3,1222.56
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,31,4,2655.72
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,28,5,2783.54
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,44,5,3684.71
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,44,3,4182.88
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,34,2,3219.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,23,3,2124.12
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,19,5,1819.56
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,7,2,789.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,11,2,1273.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,7,2,652.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,23,3,2371.26
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,19,5,1736.64
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,28,3,2616.21
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,12,5,894.111
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,3,3,259.497
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,11,2,1078.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,39,5,3284.1
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,20,4,1819.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,55,4,5206.23
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,11,3,998.333
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,20,5,1807.95
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,39,4,3304.76
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,19,4,1748.87
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,23,2,2589.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,3,2,280.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,12,4,901.307
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,31,3,3050.88
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,32,4,2832.92
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,11,3,1164.04
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,7,3,603.38
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,19,4,1831.63
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,23,2,2294.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,34,3,2974.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,44,2,4501.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,7,3,724.563
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,56,3,5224.62
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,28,4,2801.83
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,12,2,1328.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,14,5,1191.99
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,31,5,2954.86
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,28,4,2670.9
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,5,3,371.539
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,23,4,2141.73
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,19,2,2029.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,5,3,356.882
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,20,3,1987.72
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,39,2,3931.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,25,3,2199.71
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,11,5,923.365
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,40,4,3737.32
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,8,4,665.392
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,22,4,1933.16
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,48,3,4369.12
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,24,3,1907.05
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,8,4,690.04
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,43,3,4071.41
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,13,2,1138.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,27,4,2357.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,16,2,1602.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,15,5,1314.63
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,24,5,1890.61
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,51,4,4531.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,36,4,3465.93
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,2,2,83.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,15,3,1473.33
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,16,4,1332.22
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,35,3,3209.84
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,2,2,69.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,27,2,2615.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,36,4,3491.21
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,15,3,1306.22
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,6,3,508.066
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,6,3,538.865
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,17,5,1507.23
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,23,3,2246.39
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,19,5,1742.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,31,2,3438.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,12,5,1138.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,11,2,1084.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,47,4,4485.66
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,44,3,4201.86
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,28,3,2329.02
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,12,5,1192.74
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,26,3,2255.97
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,56,2,5432.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,4,4,288.448
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,4,4,272.544
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,20,4,1887.52
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,2,5,89.4522
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,11,4,1186.75
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,2,5,87.3521
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,19,3,1691.68
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,23,5,2096.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,6,4,416.231
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,39,3,3661.01
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,32,3,3027.51
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,11,4,1120.53
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,6,4,609.9
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,12,3,1141.8
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,31,4,2944.29
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,28,5,2192.62
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,19,3,1923.54
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,23,5,2163.16
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,36,3,3116.58
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,15,4,1347.77
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,38,3,3407.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,48,2,4647.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,51,3,4656.05
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,3,5,214.426
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,3,5,238.925
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,30,4,2698.88
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,7,4,589.868
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,15,4,1304.68
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,59,4,5524.07
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,7,4,577.031
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,27,5,2795.97
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,16,3,1583.9
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,35,4,2973.32
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,9,3,873.12
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,35,2,3402.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,45,3,4071.34
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,29,3,2579.35
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,27,3,2566.29
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,43,4,4024.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,24,4,2225.39
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,9,3,857.605
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,21,4,1960.08
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,15,2,1597.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,36,5,2903.89
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,16,5,1361.26
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,18,5,1515.92
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,24,4,2377.74
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,10,2,913.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,60,3,5331.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,3,3,227.841
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,16,4,1323.28
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,18,4,1686.87
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,3,3,248.225
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,10,3,1094.52
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,33,4,2796.97
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,46,5,3780.57
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,45,2,4262.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,7,2,709.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,30,3,3040.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,13,4,1065.11
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,27,2,2595.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,33,4,3104.84
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,7,2,732.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,21,5,2003.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,38,4,3121.74
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,21,3,2244.8
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,9,5,798.692
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,10,5,824.998
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,9,5,780.946
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,13,2,1293.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,29,4,2963.89
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,22,4,2049.18
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,36,2,3410.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,46,3,4211.09
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,38,2,3692.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,21,3,1998.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,5,2,591.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,29,4,2922.05
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,5,2,429.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,14,5,1193.85
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,8,5,651.953
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,39,2,3736.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,25,3,2241.71
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,8,5,860.436
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,26,4,2128.04
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,31,5,2928.23
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,17,2,1833.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,4,2,424.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,42,3,4159.39
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,25,3,2568.02
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,62,3,5649.92
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,58,5,4756.75
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,41,4,3684.17
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,17,2,1630.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,4,2,331.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,34,5,3274.82
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,44,2,4236.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,2,5,86.9473
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,28,2,2572.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,58,3,5113.75
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,26,2,2286.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,42,5,3950.3
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,20,5,1770.23
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,2,5,69.4868
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,34,3,3173.21
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,17,4,1526.6
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,19,4,1716.54
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,25,5,2162.86
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,11,3,859.676
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,14,3,1347.32
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,50,4,4198.95
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,49,5,4659.37
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,54,5,4510.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,38,5,3652.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,21,4,2002.68
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,8,2,760.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,8,2,879.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,13,5,1366.29
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,29,3,2912.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,33,5,3060.12
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,4,5,382.735
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,10,2,974.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,21,4,2055.88
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,18,5,1496.57
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,22,3,2240.9
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,35,2,3241.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,4,5,281.187
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,13,5,1266.04
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,29,3,2570.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,30,4,2801.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,29,5,2498.69
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,2,2,100.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,13,3,1181.52
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,18,3,1706.1
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,45,5,4329.19
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,21,2,2322.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,15,4,1329.55
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,2,2,167.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,10,4,930.877
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,33,3,3282.16
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,6,5,436.534
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,48,2,4505.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,6,5,445.804
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,24,2,2227.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,54,3,4990.03
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,10,4,975.257
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,33,3,3028.53
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,34,4,2705.31
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,17,3,1629.87
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,23,5,2083.44
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,37,3,3462.7
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,49,2,4668.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,12,3,1075.79
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,62,2,5830.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,26,5,2633.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,53,4,4794.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,70,3,6198.37
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,50,3,4707.66
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,14,4,1219.73
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,25,4,2587.59
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,9,2,851.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,17,5,1503.89
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,34,2,3189.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,9,2,1069.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,25,4,2580.61
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,5,5,324.97
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,42,4,3664.02
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,37,5,3146.48
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,17,5,1517.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,5,5,329.317
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,26,3,2508.69
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,5,4,332.729
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,17,4,1528.52
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,5,4,326.656
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,25,5,2566.11
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,14,3,1406.03
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,37,4,3166.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,34,3,2917.81
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,17,4,1512.79
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,53,3,4801.57
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,9,3,985.233
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,58,3,5336.76
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,9,3,795.35
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,14,5,1209.8
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,26,4,2650.5
