map,scenario,agents,connectivity,flowtime
dense,5_task,7,,889.971
dense,22_task,8,,1109.43
dense,15_task,8,,1049.69
dense,19_task,16,,2282.68
dense,1_task,11,,1497.06
dense,21_task,6,,1011.66
dense,8_task,12,,1801.49
dense,10_task,15,,2469.43
dense,16_task,6,,765.769
dense,6_task,9,,1164.89
dense,12_task,20,,2871.37
dense,15_task,10,,1537.36
dense,8_task,4,,531.534
dense,4_task,14,,1785.15
dense,25_task,18,,3235.53
dense,24_task,3,,386.457
dense,3_task,18,,2616.07
dense,22_task,14,,1624.4
dense,13_task,3,,671.517
dense,13_task,2,,475.839
dense,22_task,15,,1701.59
dense,3_task,19,,2735.83
dense,24_task,2,,174.84
dense,4_task,15,,1982.12
dense,8_task,5,,582.844
dense,12_task,21,,3071.8
dense,6_task,8,,1148.28
dense,16_task,7,,980.865
dense,10_task,14,,2339.31
dense,8_task,13,,1857.52
dense,21_task,7,,1232.63
dense,1_task,10,,1283.85
dense,15_task,9,,1253.41
dense,22_task,9,,1360.54
dense,5_task,6,,864.031
dense,6_task,20,,2864.02
dense,5_task,4,,722.526
dense,19_task,15,,2106.38
dense,1_task,12,,1684.32
dense,8_task,11,,1485.15
dense,10_task,16,,2562.67
dense,21_task,5,,816.778
dense,16_task,5,,595.827
dense,12_task,23,,3256.31
dense,4_task,17,,2170.38
dense,8_task,7,,892.963
dense,18_task,8,,1396.51
dense,22_task,17,,1989.5
dense,22_task,16,,1779.8
dense,18_task,9,,1458.17
dense,8_task,6,,722.744
dense,4_task,16,,2109.82
dense,12_task,22,,3237.66
dense,16_task,4,,467.165
dense,21_task,4,,662.874
dense,10_task,17,,2669.77
dense,8_task,10,,1359.91
dense,1_task,13,,1787.13
dense,19_task,14,,1933.34
dense,5_task,5,,773.277
dense,19_task,10,,1324.68
dense,8_task,14,,1941.07
dense,10_task,13,,2147.05
dense,12_task,26,,3561.52
dense,4_task,12,,1575.9
dense,8_task,2,,232.293
dense,13_task,5,,690.227
dense,22_task,12,,1559.46
dense,24_task,5,,700.113
dense,24_task,4,,496.53
dense,22_task,13,,1564.79
dense,13_task,4,,674.421
dense,8_task,3,,376.955
dense,4_task,13,,1643.66
dense,12_task,27,,3678.73
dense,10_task,12,,1932.41
dense,1_task,16,,2293.55
dense,19_task,11,,1380.95
dense,6_task,18,,2528.89
dense,5_task,2,,238.494
dense,19_task,13,,1784.95
dense,1_task,14,,1851.73
dense,20_task,18,,2728.38
dense,16_task,3,,323.463
dense,21_task,3,,492.74
dense,10_task,10,,1579.4
dense,10_task,8,,1119.17
dense,12_task,19,,2675.34
dense,12_task,25,,3380.57
dense,3_task,9,,1256.68
dense,4_task,11,,1566.22
dense,22_task,11,,1514.84
dense,13_task,6,,802.216
dense,24_task,6,,807.124
dense,24_task,7,,961.577
dense,13_task,7,,981.542
dense,22_task,10,,1447.49
dense,4_task,10,,1288.07
dense,3_task,8,,1155.11
dense,12_task,24,,3296.47
dense,12_task,18,,2471.78
dense,10_task,9,,1360.37
dense,10_task,11,,1650.49
dense,21_task,2,,438.135
dense,16_task,2,,320.743
dense,1_task,15,,2065.96
dense,19_task,12,,1656.1
dense,5_task,3,,512.127
dense,6_task,19,,2590.16
dense,13_task,11,,1688.77
dense,11_task,2,,341.623
dense,5_task,19,,2452.27
dense,2_task,3,,468.649
dense,24_task,15,,2134.26
dense,2_task,15,,2396.3
dense,19_task,4,,550.233
dense,23_task,19,,2536.01
dense,4_task,8,,928.118
dense,7_task,10,,1649.21
dense,23_task,7,,987.284
dense,21_task,10,,1531.38
dense,14_task,7,,900.96
dense,20_task,9,,1529.77
dense,17_task,9,,1115.78
dense,16_task,14,,1829.48
dense,7_task,6,,1021.26
dense,7_task,7,,1266.61
dense,16_task,15,,1984.59
dense,17_task,8,,850.896
dense,20_task,8,,1447.37
dense,14_task,6,,834.066
dense,21_task,11,,1614.72
dense,23_task,6,,791.667
dense,4_task,9,,1160.01
dense,23_task,18,,2249.73
dense,19_task,5,,721.002
dense,2_task,28,,4163.55
dense,2_task,14,,2379.62
dense,24_task,14,,1906.93
dense,5_task,24,,3127.57
dense,2_task,2,,384.856
dense,5_task,18,,2234.05
dense,11_task,3,,530.473
dense,13_task,10,,1499.98
dense,13_task,12,,1828.19
dense,9_task,8,,1645.98
dense,24_task,16,,2273.04
dense,2_task,16,,2558.77
dense,19_task,7,,995.189
dense,23_task,4,,481.465
dense,14_task,4,,698.077
dense,18_task,18,,2579.77
dense,7_task,5,,818.647
dense,16_task,17,,2342.86
dense,16_task,16,,2069.25
dense,7_task,4,,611.161
dense,18_task,19,,2666.9
dense,14_task,5,,714.65
dense,23_task,5,,621.294
dense,21_task,12,,1773.62
dense,19_task,6,,802.315
dense,2_task,17,,2785.21
dense,24_task,17,,2408.71
dense,9_task,9,,1716.9
dense,13_task,13,,1985.72
dense,11_task,4,,632.412
dense,24_task,13,,1663.5
dense,5_task,23,,2928.72
dense,2_task,5,,762.507
dense,19_task,2,,492.0
dense,2_task,13,,2277.92
dense,18_task,21,,2919.8
dense,16_task,12,,1546.15
dense,16_task,13,,1786.75
dense,18_task,20,,2885.78
dense,2_task,12,,2175.11
dense,19_task,3,,512.414
dense,2_task,4,,511.289
dense,5_task,22,,2891.65
dense,24_task,12,,1655.78
dense,13_task,16,,2423.92
dense,11_task,5,,790.563
dense,13_task,14,,2146.74
dense,11_task,7,,931.628
dense,14_task,18,,2513.69
dense,1_task,8,,759.8
dense,5_task,20,,2476.21
dense,24_task,10,,1458.52
dense,2_task,6,,1064.4
dense,12_task,9,,1331.99
dense,2_task,10,,1821.24
dense,25_task,9,,1672.69
dense,23_task,20,,2629.03
dense,14_task,2,,331.274
dense,18_task,22,,3092.54
dense,23_task,2,,325.999
dense,16_task,11,,1457.18
dense,7_task,3,,468.896
dense,7_task,2,,307.473
dense,16_task,10,,1344.86
dense,18_task,23,,3224.2
dense,23_task,3,,365.59
dense,14_task,3,,491.365
dense,25_task,8,,1475.02
dense,2_task,11,,2020.82
dense,12_task,8,,1174.47
dense,2_task,7,,1197.44
dense,24_task,11,,1576.33
dense,5_task,21,,2661.79
dense,1_task,9,,1001.33
dense,11_task,6,,847.86
dense,13_task,15,,2248.27
dense,14_task,14,,1801.29
dense,1_task,4,,304.193
dense,9_task,2,,368.332
dense,5_task,10,,1239.33
dense,23_task,10,,1520.6
dense,2_task,20,,3123.52
dense,12_task,5,,682.243
dense,25_task,5,,1011.59
dense,18_task,12,,1847.7
dense,11_task,11,,1653.53
dense,16_task,21,,2891.18
dense,16_task,20,,2729.04
dense,11_task,10,,1510.54
dense,18_task,13,,1923.06
dense,25_task,4,,795.665
dense,2_task,21,,3311.92
dense,12_task,4,,574.069
dense,23_task,11,,1612.42
dense,5_task,11,,1246.49
dense,9_task,3,,687.185
dense,1_task,5,,323.137
dense,14_task,15,,1975.86
dense,11_task,8,,1030.32
dense,14_task,17,,2504.98
dense,1_task,7,,590.704
dense,5_task,13,,1396.43
dense,2_task,9,,1626.45
dense,12_task,6,,920.976
dense,2_task,23,,3635.52
dense,23_task,13,,1798.38
dense,25_task,6,,1315.82
dense,4_task,2,,82.8727
dense,18_task,11,,1817.62
dense,17_task,3,,379.536
dense,11_task,12,,1825.49
dense,20_task,3,,397.536
dense,16_task,22,,2923.29
dense,16_task,23,,2988.9
dense,20_task,2,,288.177
dense,9_task,14,,2797.56
dense,17_task,2,,303.814
dense,18_task,10,,1639.1
dense,4_task,3,,323.524
dense,25_task,7,,1399.67
dense,23_task,12,,1673.29
dense,12_task,7,,1129.32
dense,2_task,22,,3566.57
dense,2_task,8,,1319.87
dense,5_task,12,,1374.75
dense,1_task,6,,575.622
dense,14_task,16,,2212.04
dense,11_task,9,,1367.21
dense,1_task,2,,174.239
dense,14_task,12,,1585.03
dense,5_task,16,,1902.6
dense,9_task,4,,978.207
dense,25_task,3,,614.336
dense,2_task,26,,3989.03
dense,12_task,3,,363.67
dense,23_task,16,,2105.48
dense,4_task,7,,846.021
dense,23_task,8,,1116.13
dense,18_task,14,,2023.76
dense,14_task,8,,1091.0
dense,9_task,10,,1939.82
dense,20_task,6,,1159.96
dense,17_task,6,,570.584
dense,7_task,9,,1556.94
dense,7_task,8,,1459.63
dense,17_task,7,,650.457
dense,20_task,7,,1330.73
dense,9_task,11,,2136.11
dense,14_task,9,,1149.25
dense,18_task,15,,2144.63
dense,23_task,9,,1262.88
dense,4_task,6,,703.037
dense,23_task,17,,2188.0
dense,2_task,27,,4063.28
dense,12_task,2,,203.527
dense,25_task,2,,473.107
dense,9_task,5,,1082.31
dense,5_task,17,,2173.25
dense,14_task,13,,1736.89
dense,1_task,3,,203.197
dense,14_task,11,,1474.85
dense,9_task,7,,1358.06
dense,5_task,15,,1772.6
dense,2_task,19,,3095.8
dense,23_task,15,,1984.58
dense,19_task,8,,1043.09
dense,2_task,25,,3903.56
dense,4_task,4,,328.199
dense,18_task,17,,2540.67
dense,20_task,5,,894.577
dense,9_task,13,,2657.87
dense,17_task,5,,483.729
dense,16_task,18,,2437.09
dense,16_task,19,,2580.25
dense,17_task,4,,453.37
dense,9_task,12,,2354.36
dense,20_task,4,,657.388
dense,18_task,16,,2284.97
dense,4_task,5,,495.026
dense,19_task,9,,1206.61
dense,2_task,24,,3698.04
dense,23_task,14,,1820.26
dense,2_task,18,,2833.07
dense,24_task,18,,2649.94
dense,5_task,14,,1589.31
dense,9_task,6,,1223.12
dense,14_task,10,,1326.93
dense,6_task,14,,1744.18
dense,20_task,14,,2321.05
dense,10_task,20,,2976.77
dense,17_task,10,,1122.02
dense,12_task,15,,1922.88
dense,10_task,4,,582.982
dense,12_task,29,,3924.19
dense,25_task,11,,2108.49
dense,3_task,5,,601.865
dense,18_task,2,,471.199
dense,3_task,11,,1515.56
dense,3_task,10,,1443.89
dense,18_task,3,,584.479
dense,3_task,4,,514.492
dense,25_task,10,,1819.37
dense,4_task,20,,2707.84
dense,12_task,28,,3841.85
dense,10_task,5,,692.689
dense,12_task,14,,1862.29
dense,17_task,11,,1214.24
dense,10_task,21,,3108.62
dense,20_task,15,,2347.63
dense,6_task,15,,2049.73
dense,6_task,17,,2261.26
dense,15_task,2,,418.809
dense,20_task,17,,2496.72
dense,22_task,2,,231.943
dense,6_task,3,,402.556
dense,17_task,13,,1570.36
dense,10_task,7,,1013.15
dense,12_task,16,,2208.61
dense,25_task,12,,2237.71
dense,3_task,6,,713.427
dense,13_task,9,,1272.57
dense,24_task,9,,1368.83
dense,3_task,12,,1656.65
dense,3_task,13,,1897.91
dense,24_task,8,,1147.98
dense,13_task,8,,1193.35
dense,3_task,7,,906.869
dense,25_task,13,,2399.15
dense,12_task,17,,2396.9
dense,10_task,6,,727.779
dense,17_task,12,,1318.56
dense,6_task,2,,338.886
dense,22_task,3,,357.029
dense,20_task,16,,2408.9
dense,15_task,3,,574.638
dense,6_task,16,,2112.67
dense,5_task,8,,1054.93
dense,6_task,12,,1507.02
dense,20_task,12,,2069.09
dense,22_task,7,,882.108
dense,15_task,7,,899.705
dense,21_task,9,,1498.62
dense,16_task,9,,1246.72
dense,6_task,6,,853.096
dense,17_task,16,,1811.07
dense,10_task,2,,368.442
dense,12_task,13,,1747.98
dense,3_task,3,,317.005
dense,25_task,17,,3008.59
dense,3_task,17,,2493.36
dense,18_task,4,,847.228
dense,18_task,5,,873.097
dense,3_task,16,,2361.86
dense,25_task,16,,2785.02
dense,3_task,2,,210.42
dense,12_task,12,,1594.13
dense,10_task,3,,541.819
dense,6_task,7,,1013.63
dense,16_task,8,,1135.62
dense,21_task,8,,1335.27
dense,15_task,6,,818.905
dense,22_task,6,,795.393
dense,20_task,13,,2263.21
dense,6_task,13,,1676.8
dense,5_task,9,,1225.48
dense,6_task,11,,1474.35
dense,22_task,4,,604.824
dense,20_task,11,,1962.32
dense,15_task,4,,599.88
dense,10_task,19,,2921.1
dense,17_task,15,,1753.15
dense,6_task,5,,711.122
dense,12_task,10,,1508.09
dense,4_task,18,,2344.64
dense,8_task,8,,1112.13
dense,25_task,14,,2607.74
dense,3_task,14,,2102.6
dense,18_task,7,,1280.09
dense,22_task,18,,2080.7
dense,22_task,19,,2142.43
dense,18_task,6,,1103.39
dense,3_task,15,,2179.95
dense,25_task,15,,2683.26
dense,8_task,9,,1304.15
dense,4_task,19,,2510.17
dense,12_task,11,,1563.09
dense,6_task,4,,548.847
dense,17_task,14,,1669.29
dense,10_task,18,,2779.72
dense,15_task,5,,657.626
dense,20_task,10,,1757.05
dense,22_task,5,,634.322
dense,6_task,10,,1266.52
super-dense,5_task,7,,724.692
super-dense,22_task,8,,939.126
super-dense,15_task,8,,903.397
super-dense,21_task,6,,619.961
super-dense,8_task,12,,1044.49
super-dense,6_task,9,,1115.87
super-dense,8_task,4,,289.17
super-dense,24_task,3,,416.385
super-dense,22_task,14,,1776.21
super-dense,13_task,3,,318.79
super-dense,13_task,2,,268.762
super-dense,24_task,2,,294.867
super-dense,8_task,5,,544.362
super-dense,6_task,8,,1026.23
super-dense,10_task,14,,1741.14
super-dense,8_task,13,,1338.87
super-dense,21_task,7,,634.703
super-dense,15_task,9,,1107.76
super-dense,22_task,9,,1020.32
super-dense,5_task,6,,665.461
super-dense,5_task,4,,588.769
super-dense,8_task,11,,919.557
super-dense,21_task,5,,581.944
super-dense,8_task,7,,661.988
super-dense,18_task,8,,720.954
super-dense,18_task,9,,870.623
super-dense,8_task,6,,591.835
super-dense,16_task,4,,486.16
super-dense,21_task,4,,510.796
super-dense,8_task,10,,886.777
super-dense,5_task,5,,623.965
super-dense,8_task,14,,1455.67
super-dense,10_task,13,,1607.94
super-dense,8_task,2,,246.943
super-dense,13_task,5,,684.311
super-dense,22_task,12,,1402.06
super-dense,24_task,5,,682.043
super-dense,24_task,4,,586.812
super-dense,22_task,13,,1596.39
super-dense,13_task,4,,604.631
super-dense,8_task,3,,282.704
super-dense,10_task,12,,1457.19
super-dense,8_task,15,,1555.28
super-dense,5_task,2,,318.539
super-dense,16_task,3,,388.971
super-dense,21_task,3,,368.855
super-dense,8_task,17,,1830.41
super-dense,10_task,10,,1232.11
super-dense,10_task,8,,833.39
super-dense,3_task,9,,1163.34
super-dense,22_task,11,,1169.24
super-dense,13_task,6,,838.841
super-dense,24_task,6,,868.033
super-dense,24_task,7,,949.294
super-dense,13_task,7,,1040.21
super-dense,22_task,10,,1145.41
super-dense,4_task,10,,1347.94
super-dense,3_task,8,,1002.14
super-dense,10_task,9,,977.698
super-dense,10_task,11,,1319.52
super-dense,8_task,16,,1696.98
super-dense,21_task,2,,256.807
super-dense,16_task,2,,246.76
super-dense,5_task,3,,459.957
super-dense,11_task,2,,196.316
super-dense,2_task,3,,293.918
super-dense,24_task,15,,2235.41
super-dense,19_task,4,,436.718
super-dense,4_task,8,,1196.54
super-dense,7_task,10,,1155.26
super-dense,23_task,7,,1161.73
super-dense,21_task,10,,850.612
super-dense,14_task,7,,1160.93
super-dense,7_task,6,,741.431
super-dense,7_task,7,,857.78
super-dense,14_task,6,,1047.62
super-dense,21_task,11,,907.776
super-dense,23_task,6,,1029.35
super-dense,7_task,11,,1164.18
super-dense,4_task,9,,1268.77
super-dense,19_task,5,,573.107
super-dense,24_task,14,,2026.07
super-dense,2_task,2,,120.464
super-dense,11_task,3,,352.635
super-dense,24_task,16,,2345.81
super-dense,7_task,13,,1474.38
super-dense,23_task,4,,905.331
super-dense,14_task,4,,741.303
super-dense,7_task,5,,627.823
super-dense,7_task,4,,464.416
super-dense,14_task,5,,856.705
super-dense,23_task,5,,915.991
super-dense,21_task,12,,1103.05
super-dense,7_task,12,,1228.2
super-dense,19_task,6,,676.237
super-dense,24_task,17,,2348.39
super-dense,11_task,4,,410.573
super-dense,24_task,13,,1845.34
super-dense,2_task,5,,598.446
super-dense,19_task,2,,206.601
super-dense,2_task,12,,1564.73
super-dense,19_task,3,,311.9
super-dense,2_task,4,,402.523
super-dense,24_task,12,,1693.27
super-dense,11_task,5,,439.331
super-dense,11_task,7,,725.204
super-dense,24_task,10,,1373.34
super-dense,2_task,6,,867.454
super-dense,12_task,9,,1508.07
super-dense,2_task,10,,1361.46
super-dense,25_task,9,,1427.98
super-dense,14_task,2,,444.686
super-dense,23_task,2,,444.22
super-dense,7_task,3,,269.109
super-dense,7_task,2,,134.973
super-dense,23_task,3,,660.246
super-dense,14_task,3,,678.685
super-dense,7_task,14,,1596.75
super-dense,25_task,8,,1164.63
super-dense,2_task,11,,1507.62
super-dense,12_task,8,,1373.27
super-dense,2_task,7,,1014.07
super-dense,24_task,11,,1571.12
super-dense,11_task,6,,483.582
super-dense,14_task,14,,2086.09
super-dense,1_task,4,,495.306
super-dense,9_task,2,,474.436
super-dense,24_task,20,,2839.15
super-dense,5_task,10,,1247.99
super-dense,12_task,5,,728.123
super-dense,25_task,5,,526.359
super-dense,11_task,10,,1051.41
super-dense,25_task,4,,381.721
super-dense,12_task,4,,611.687
super-dense,5_task,11,,1341.63
super-dense,9_task,3,,532.647
super-dense,1_task,5,,529.886
super-dense,14_task,15,,2198.49
super-dense,11_task,8,,904.465
super-dense,5_task,13,,1629.92
super-dense,2_task,9,,1185.55
super-dense,12_task,6,,994.629
super-dense,25_task,6,,727.462
super-dense,4_task,2,,248.336
super-dense,17_task,3,,502.831
super-dense,20_task,3,,560.75
super-dense,20_task,2,,310.314
super-dense,17_task,2,,444.088
super-dense,18_task,10,,994.43
super-dense,4_task,3,,419.594
super-dense,25_task,7,,992.994
super-dense,12_task,7,,1107.39
super-dense,2_task,8,,1024.54
super-dense,5_task,12,,1544.4
super-dense,1_task,6,,851.564
super-dense,11_task,9,,1020.48
super-dense,1_task,2,,270.928
super-dense,14_task,12,,1860.31
super-dense,9_task,4,,777.343
super-dense,25_task,3,,306.411
super-dense,12_task,3,,507.828
super-dense,4_task,7,,939.471
super-dense,23_task,8,,1368.29
super-dense,14_task,8,,1168.38
super-dense,17_task,6,,1042.31
super-dense,7_task,9,,1044.76
super-dense,7_task,8,,959.123
super-dense,14_task,9,,1384.98
super-dense,4_task,6,,713.708
super-dense,12_task,2,,418.118
super-dense,25_task,2,,236.195
super-dense,9_task,5,,938.73
super-dense,14_task,13,,1962.71
super-dense,1_task,3,,433.087
super-dense,14_task,11,,1704.94
super-dense,24_task,19,,2613.25
super-dense,4_task,4,,502.748
super-dense,20_task,5,,896.745
super-dense,17_task,5,,826.963
super-dense,17_task,4,,594.441
super-dense,20_task,4,,660.995
super-dense,4_task,5,,704.229
super-dense,24_task,18,,2481.7
super-dense,5_task,14,,1767.07
super-dense,14_task,10,,1594.68
super-dense,10_task,4,,404.021
super-dense,25_task,11,,1746.11
super-dense,3_task,5,,394.775
super-dense,18_task,2,,127.458
super-dense,3_task,11,,1449.54
super-dense,3_task,10,,1408.06
super-dense,18_task,3,,182.872
super-dense,3_task,4,,300.983
super-dense,25_task,10,,1683.1
super-dense,10_task,5,,486.929
super-dense,15_task,2,,216.26
super-dense,22_task,2,,199.996
super-dense,8_task,18,,1861.1
super-dense,6_task,3,,482.964
super-dense,10_task,7,,751.858
super-dense,3_task,6,,571.626
super-dense,13_task,9,,1325.11
super-dense,24_task,9,,1295.34
super-dense,3_task,12,,1512.63
super-dense,24_task,8,,1171.18
super-dense,13_task,8,,1215.52
super-dense,3_task,7,,831.063
super-dense,10_task,6,,691.343
super-dense,6_task,2,,389.615
super-dense,8_task,19,,1986.57
super-dense,22_task,3,,347.563
super-dense,15_task,3,,279.624
super-dense,5_task,8,,939.228
super-dense,22_task,7,,845.634
super-dense,15_task,7,,845.778
super-dense,21_task,9,,777.56
super-dense,6_task,6,,763.742
super-dense,10_task,2,,221.409
super-dense,3_task,3,,217.205
super-dense,18_task,4,,233.652
super-dense,18_task,5,,274.973
super-dense,3_task,2,,103.095
super-dense,10_task,3,,301.607
super-dense,6_task,7,,825.722
super-dense,21_task,8,,744.882
super-dense,15_task,6,,708.656
super-dense,22_task,6,,737.115
super-dense,5_task,9,,986.26
super-dense,22_task,4,,461.18
super-dense,15_task,4,,517.133
super-dense,6_task,5,,717.739
super-dense,8_task,8,,664.854
super-dense,18_task,7,,555.845
super-dense,18_task,6,,425.43
super-dense,8_task,9,,818.461
super-dense,6_task,4,,666.947
super-dense,15_task,5,,605.148
super-dense,22_task,5,,659.173
super-dense,6_task,10,,1392.3
sparse,5_task,7,,1377.22
sparse,6_task,21,,3627.59
sparse,22_task,8,,2287.33
sparse,15_task,8,,1782.65
sparse,19_task,16,,3470.83
sparse,1_task,11,,1999.39
sparse,21_task,6,,1353.8
sparse,8_task,12,,2627.16
sparse,10_task,15,,3075.49
sparse,16_task,6,,714.638
sparse,6_task,9,,1680.54
sparse,17_task,19,,4800.0
sparse,15_task,10,,1973.9
sparse,8_task,4,,880.445
sparse,4_task,14,,2109.17
sparse,24_task,3,,569.373
sparse,3_task,18,,2512.86
sparse,13_task,3,,642.59
sparse,13_task,2,,562.734
sparse,3_task,19,,2958.13
sparse,24_task,2,,401.002
sparse,4_task,15,,2473.14
sparse,8_task,5,,1236.51
sparse,15_task,11,,2049.14
sparse,17_task,18,,4496.39
sparse,6_task,8,,1493.15
sparse,16_task,7,,973.696
sparse,10_task,14,,2851.93
sparse,8_task,13,,2665.59
sparse,21_task,7,,1607.53
sparse,1_task,10,,1927.47
sparse,19_task,17,,3568.01
sparse,15_task,9,,1826.22
sparse,22_task,9,,2595.34
sparse,5_task,6,,1327.75
sparse,6_task,20,,3466.69
sparse,6_task,22,,3901.24
sparse,5_task,4,,850.773
sparse,19_task,15,,3233.18
sparse,1_task,12,,2071.6
sparse,8_task,11,,2285.47
sparse,10_task,16,,3492.24
sparse,21_task,5,,1041.09
sparse,16_task,5,,644.317
sparse,15_task,13,,2444.39
sparse,4_task,17,,2668.81
sparse,8_task,7,,1860.26
sparse,18_task,8,,1540.67
sparse,18_task,9,,1687.36
sparse,8_task,6,,1525.74
sparse,4_task,16,,2533.31
sparse,15_task,12,,2238.07
sparse,16_task,4,,577.169
sparse,21_task,4,,599.676
sparse,10_task,17,,3569.9
sparse,8_task,10,,2056.64
sparse,1_task,13,,2294.71
sparse,19_task,14,,2971.03
sparse,6_task,23,,4266.82
sparse,5_task,5,,1010.23
sparse,19_task,10,,2144.95
sparse,1_task,17,,3098.74
sparse,8_task,14,,3082.52
sparse,10_task,13,,2471.02
sparse,17_task,23,,5056.53
sparse,15_task,16,,2863.01
sparse,4_task,12,,1919.85
sparse,8_task,2,,185.422
sparse,13_task,5,,1184.18
sparse,24_task,5,,979.904
sparse,24_task,4,,716.62
sparse,13_task,4,,862.056
sparse,8_task,3,,493.765
sparse,4_task,13,,2068.63
sparse,15_task,17,,3122.2
sparse,17_task,22,,5035.1
sparse,10_task,12,,2070.29
sparse,8_task,15,,3256.69
sparse,1_task,16,,3069.68
sparse,19_task,11,,2218.13
sparse,6_task,18,,3151.1
sparse,6_task,24,,4279.85
sparse,5_task,2,,322.48
sparse,19_task,13,,2597.15
sparse,1_task,14,,2564.29
sparse,16_task,3,,421.195
sparse,21_task,3,,553.158
sparse,8_task,17,,3435.87
sparse,10_task,10,,1782.35
sparse,17_task,20,,4869.69
sparse,10_task,8,,1406.58
sparse,15_task,15,,2797.2
sparse,3_task,9,,1439.68
sparse,4_task,11,,1841.02
sparse,22_task,11,,3266.84
sparse,3_task,21,,3510.37
sparse,13_task,6,,1503.2
sparse,24_task,6,,1182.46
sparse,24_task,7,,1363.81
sparse,3_task,20,,3178.5
sparse,13_task,7,,1690.17
sparse,22_task,10,,2953.51
sparse,4_task,10,,1571.59
sparse,3_task,8,,1391.6
sparse,15_task,14,,2528.4
sparse,10_task,9,,1518.5
sparse,17_task,21,,4977.59
sparse,10_task,11,,1913.41
sparse,8_task,16,,3343.86
sparse,21_task,2,,513.006
sparse,16_task,2,,317.851
sparse,1_task,15,,2894.82
sparse,19_task,12,,2434.58
sparse,5_task,3,,609.444
sparse,6_task,19,,3237.23
sparse,13_task,11,,2091.27
sparse,11_task,2,,607.286
sparse,2_task,3,,859.075
sparse,24_task,15,,3069.22
sparse,2_task,15,,2914.33
sparse,19_task,4,,1039.54
sparse,4_task,8,,1385.67
sparse,7_task,10,,2682.59
sparse,23_task,7,,2107.52
sparse,21_task,10,,2491.2
sparse,14_task,7,,1612.52
sparse,11_task,18,,3723.97
sparse,20_task,9,,2137.8
sparse,17_task,9,,2141.24
sparse,9_task,23,,5636.63
sparse,11_task,24,,4850.84
sparse,16_task,14,,3131.27
sparse,7_task,6,,1426.96
sparse,7_task,7,,1876.48
sparse,16_task,15,,3250.03
sparse,17_task,8,,1844.44
sparse,11_task,25,,4932.56
sparse,9_task,22,,5475.12
sparse,20_task,8,,1942.32
sparse,11_task,19,,4028.08
sparse,14_task,6,,1354.94
sparse,21_task,11,,2565.28
sparse,23_task,6,,1691.04
sparse,7_task,11,,2734.26
sparse,4_task,9,,1477.54
sparse,19_task,5,,1218.02
sparse,2_task,14,,2682.8
sparse,24_task,14,,2953.47
sparse,2_task,2,,602.28
sparse,11_task,3,,687.078
sparse,13_task,10,,2066.25
sparse,13_task,12,,2297.7
sparse,9_task,8,,1929.62
sparse,24_task,16,,3411.86
sparse,2_task,16,,3212.54
sparse,19_task,7,,1674.54
sparse,7_task,13,,3158.4
sparse,21_task,13,,2836.41
sparse,23_task,4,,985.028
sparse,14_task,4,,965.318
sparse,18_task,18,,3319.98
sparse,9_task,20,,5024.03
sparse,11_task,27,,5242.62
sparse,7_task,5,,1171.7
sparse,16_task,17,,3893.69
sparse,16_task,16,,3641.51
sparse,7_task,4,,802.982
sparse,11_task,26,,5004.66
sparse,9_task,21,,5382.69
sparse,14_task,5,,979.136
sparse,23_task,5,,1360.85
sparse,21_task,12,,2598.4
sparse,7_task,12,,2836.22
sparse,19_task,6,,1414.61
sparse,2_task,17,,3423.01
sparse,24_task,17,,3607.0
sparse,9_task,9,,2199.77
sparse,13_task,13,,2357.68
sparse,11_task,4,,952.959
sparse,13_task,17,,3110.4
sparse,24_task,13,,2772.67
sparse,2_task,5,,1123.18
sparse,19_task,2,,493.969
sparse,2_task,13,,2590.56
sparse,7_task,16,,3981.34
sparse,11_task,22,,4359.24
sparse,9_task,19,,4789.15
sparse,16_task,12,,2499.94
sparse,16_task,13,,2860.68
sparse,9_task,18,,4642.11
sparse,11_task,23,,4512.33
sparse,9_task,24,,5773.41
sparse,7_task,17,,4044.94
sparse,2_task,12,,2296.0
sparse,19_task,3,,758.836
sparse,2_task,4,,976.375
sparse,24_task,12,,2383.22
sparse,13_task,16,,2798.86
sparse,11_task,5,,1031.47
sparse,13_task,14,,2439.03
sparse,11_task,7,,1502.77
sparse,1_task,8,,1394.77
sparse,24_task,10,,2114.06
sparse,2_task,6,,1402.7
sparse,12_task,9,,1942.78
sparse,2_task,10,,1771.43
sparse,25_task,9,,2188.79
sparse,7_task,15,,3847.93
sparse,14_task,2,,467.028
sparse,23_task,2,,563.145
sparse,21_task,15,,3242.15
sparse,11_task,21,,4150.7
sparse,16_task,11,,2198.64
sparse,7_task,3,,746.973
sparse,7_task,2,,625.203
sparse,16_task,10,,1877.93
sparse,11_task,20,,4046.0
sparse,21_task,14,,3009.35
sparse,23_task,3,,635.103
sparse,14_task,3,,702.941
sparse,7_task,14,,3561.36
sparse,25_task,8,,1798.88
sparse,2_task,11,,2003.75
sparse,12_task,8,,1632.97
sparse,2_task,7,,1495.05
sparse,24_task,11,,2210.13
sparse,1_task,9,,1677.07
sparse,11_task,6,,1154.53
sparse,13_task,15,,2533.83
sparse,13_task,18,,3298.77
sparse,13_task,24,,5293.61
sparse,1_task,4,,656.588
sparse,9_task,2,,273.905
sparse,5_task,10,,1804.98
sparse,23_task,10,,2921.53
sparse,12_task,5,,1048.13
sparse,25_task,5,,1292.27
sparse,18_task,12,,2176.82
